Wavelength (nm),Abs
464,0.010516277
465,0.010267415
466,0.010204821
467,0.010023459
468,0.009887194
469,0.009602029
470,0.009597431
471,0.009342085
472,0.009292866
473,0.008920916
474,0.008921183
475,0.008530612
476,0.008584886
477,0.008708779
478,0.008799551
479,0.008531372
480,0.008545712
481,0.008073521
482,0.008157063
483,0.007976081
484,0.007881284
485,0.007598322
486,0.007678137
487,0.007373601
488,0.007653957
489,0.007265342
490,0.00727098
491,0.0070657
492,0.007331832
493,0.007336381
494,0.007279058
495,0.006777659
496,0.006645305
497,0.006968088
498,0.006740721
499,0.006518863
500,0.006571712
501,0.006566056
502,0.006200943
503,0.006403743
504,0.006501532
505,0.006268539
506,0.005907612
507,0.00581032
508,0.006095645
509,0.005684497
510,0.005843301
511,0.005493835
512,0.005530978
513,0.005448565
514,0.005495015
515,0.005249077
516,0.005207776
517,0.005394783
518,0.005538048
519,0.005033455
520,0.005354133
521,0.004818315
522,0.005217652
523,0.004827679
524,0.004699709
525,0.004984396
526,0.004792924
527,0.005076699
528,0.004716836
529,0.004831005
530,0.004600677
531,0.004754298
532,0.004170819
533,0.004320019
534,0.004401791
535,0.004478297
536,0.004063108
537,0.00406963
538,0.003918925
539,0.003747304
540,0.00422983
541,0.003989631
542,0.003703592
543,0.00340441
544,0.003595167
545,0.003505621
546,0.003156359
547,0.003227641
548,0.003605246
549,0.003631717
550,0.003386577
551,0.003245135
552,0.00359879
553,0.00300595
554,0.002893701
555,0.003264735
556,0.003128318
557,0.002871799
558,0.002835328
559,0.002904236
560,0.002619625
561,0.003209683
562,0.002951259
563,0.002872282
564,0.003124753
565,0.002653025
566,0.002848305
567,0.002849825
568,0.002889492
569,0.003117185
570,0.002934926
571,0.00285118
572,0.002782213
573,0.002907207
574,0.002766955
575,0.002960026
576,0.002698432
577,0.002734652
578,0.002695119
579,0.002789095
580,0.002837421
581,0.002460564
582,0.002433818
583,0.002552993
584,0.00250232
585,0.002436645
586,0.002197635
587,0.002422404
588,0.002388408
589,0.002212103
590,0.002351539
591,0.00225883
592,0.002330228
593,0.002229146
594,0.002264021
595,0.002133689
596,0.002414143
597,0.002176951
598,0.002052094
599,0.002011321
600,0.002218314
601,0.001758576
602,0.001964059
603,0.002009465
604,0.001634572
605,0.002157927
606,0.001987091
607,0.001990272
608,0.002117873
609,0.00203887
610,0.00225776
611,0.002135974
612,0.001847268
613,0.002020456
614,0.002028657
615,0.001882632
616,0.001712051
617,0.001559746
618,0.002095927
619,0.00186528
620,0.002033684
621,0.001831554
622,0.001812541
623,0.001851377
624,0.001760904
625,0.001669838
626,0.001665572
627,0.001704322
628,0.001470744
629,0.001392133
630,0.001867658
631,0.001715614
632,0.001628489
633,0.001678268
634,0.001577591
635,0.001536878
636,0.001462126
637,0.001628419
638,0.001665965
639,0.001427522
640,0.001676473
641,0.001548455
642,0.001811693
643,0.001499821
644,0.001660554
645,0.001665468
646,0.001592382
647,0.001034374
648,0.001668576
649,0.001428653
650,0.001385069
651,0.001403214
652,0.00166435
653,0.001169675
654,0.00123629
655,0.001227859
656,0.001379961
657,0.001346986
658,0.001110248
659,0.00099168
660,0.001521614
661,0.001268571
662,0.001336425
663,0.00103488
664,0.001176034
665,0.001677064
666,0.001496795
667,0.001411778
668,0.001412944
669,0.00111694
670,0.001706261
671,0.001486322
672,0.001029643
673,0.001078538
674,0.001273125
675,0.001517188
676,0.001160031
677,0.00083739
678,0.001441629
679,0.001323301
680,0.001324046
681,0.001438439
682,0.001489032
683,0.001276253
684,0.001379763
685,0.000854658
686,0.001422534
687,0.001850396
688,0.001493316
689,0.001378217
690,0.001000274
691,0.001272636
692,0.001139036
693,0.001110041
694,0.000957695
695,0.001540585
696,0.001122618
697,0.001010052
698,0.000834647
699,0.001310647
700,0.000991883
701,0.001325218
702,0.001158635
703,0.001166824
704,0.001079378
705,0.001203876
706,0.000998828
707,0.001283342
708,0.001668457
709,0.001345813
710,0.00127619
711,0.001271581
712,0.00083963
713,0.001677533
714,0.001196003
715,0.001478181
716,0.001183014
717,0.001358705
718,0.001392761
719,0.000784421
720,0.001358059
721,0.001233163
722,0.001076993
723,0.001532282
724,0.00112959
725,0.001239254
726,0.001190822
727,0.0012485
728,0.001339918
729,0.001242561
730,0.001170544
731,0.001017729
732,0.001217253
733,0.001313072
734,0.001002892
735,0.001510918
736,0.001403065
737,0.001491169
738,0.001252907
739,0.001024958
740,0.000928537
741,0.001183949
742,0.001328519
743,0.000986732
744,0.001189259
745,0.001306055
746,0.001124537
747,0.001138601
748,0.001080556
749,0.001622207
750,0.001187125
751,0.001080789
752,0.001231778
753,0.001226178
754,0.001051596
755,0.00106206
756,0.000828727
757,0.000986821
758,0.001079429
759,0.001311045
760,0.001230505
761,0.001095073
762,0.001132428
763,0.001006816
764,0.001474328
765,0.001555542
766,0.000828773
767,0.00129069
768,0.001182451
769,0.001126633
770,0.001040642
771,0.001128597
772,0.001693356
773,0.001136194
774,0.000931757
775,0.001323451
776,0.001151319
777,0.001000353
778,0.001342171
779,0.000759416
780,0.000974831
781,0.001729387
782,0.000884837
783,0.000917952
784,0.001137636
785,0.001219978
786,0.001227619
787,0.001040576
788,0.001204407
789,0.001295489
790,0.001152481
791,0.001152917
792,0.000751208
793,0.00108726
794,0.001237287
795,0.001349556
796,0.001161757
797,0.001048504
798,0.001083787
799,0.000749122
800,0.001080139
